57.8972019465,258.491583518,-0.0951832308725
71.8610441101,244.092917665,0.109344357474
65.5221092835,236.408866472,0.146551591134
52.8880125708,232.956094923,0.0206373575862
45.112631539,231.347914639,-0.0861061605211
54.9977359884,236.656847478,-0.0529922037606
56.723005408,237.041806457,-0.00408555674514
57.2278264509,240.58871801,0.0245067052431
55.1081138999,238.098977917,-0.226757587278
53.2222791957,238.810486496,-0.256095359932
54.9296105526,232.939258592,0.0335401613355
52.6262740031,224.344985792,-0.155613623924
51.2576487619,226.803512231,-0.0486669842034
46.4087429729,216.459943166,0.146546142967
41.1296512629,213.555737293,0.165610617714
43.2459249491,220.917846135,0.267494243507
45.193009414,228.626146859,0.231996392093
59.270901141,238.123700156,0.225287155382
57.6780541457,235.915259042,-0.125662868317
61.6422666051,241.528304405,0.0468410513633
63.6186498953,235.064086361,0.00056347662123
64.4912496252,216.693462051,-0.043315393774
61.4207765667,210.345094873,-0.30037507187
68.8728880154,227.655232422,-0.210139538486
71.3623704067,232.148658709,-0.0138989685844
66.9745913116,230.721025413,0.0219327951435
61.625317649,227.829543108,0.0914965837453
55.3297199599,226.54740513,0.248213682218
55.2634029997,231.12906582,0.0972350256587
55.3248900713,236.093727539,-0.104561522424
54.6743028066,241.2416801,-0.192873259305
53.1879346109,243.550035577,-0.043313210696
54.7362538098,250.57941652,-0.0593433134292
59.460276972,252.45807174,-0.0196607331007
63.2172544534,242.900217995,-0.137976623974
60.5301274964,222.460951187,-0.28457901835
60.7979549838,223.406285856,-0.241487931997
61.3696926934,227.329075243,-0.131842278779
57.5399874857,232.489269088,-0.188298613929
56.3468458908,237.600585696,-0.229467419762
53.9096131275,242.752921484,-0.248552732725
50.19140531,246.82455443,-0.346602104919
51.4989077808,245.37718682,-0.471276293019
57.6934206632,249.834143325,-0.410965895104
67.0521074448,248.02695147,-0.25664690693
68.2790333582,252.385459666,-0.277460288877
63.8423746884,253.122117681,-0.360731495203
70.3071755375,249.79883405,-0.382407308872
60.6642671283,251.181860621,-0.309306185717
58.4194598827,255.571564445,-0.301236545385
64.4439302165,246.220350211,0.0653139232281
64.7191425827,246.944298068,-0.393865860205
64.1147522386,240.269123629,-0.445459650323
64.8101023047,236.646981737,-0.500680786007
61.467731587,236.562415124,-0.521398198976
56.1831636708,227.442632827,-0.484011396534
49.3657661037,227.113808341,-0.416133547176
50.0770060692,225.307068706,-0.398994598901
52.0158896165,223.931082798,-0.426047301666
53.4466538172,223.202679513,-0.330456666093
54.4160304671,221.960879061,-0.358001507724
54.4290169015,220.691388104,-0.341931081746
54.3767539528,219.849420661,-0.341447894516
57.683082692,217.336988316,-0.292509678079
57.1452893665,215.669487442,-0.40592984148
55.249365322,214.756380039,-0.532657017545
54.7173098162,215.597470482,-0.450844908651
57.7505055698,215.45979095,-0.440244942683
56.9034121448,218.782652903,-0.434846577503
55.9939357735,219.822970472,-0.27414734342
54.7328901802,221.158209431,-0.405686713658
50.9048546522,221.998761091,-0.524538590353
50.3607407346,224.789066841,-0.474395919562
50.6830817499,226.895010775,-0.454041780611
53.8971787977,226.547013605,0.094375052699
57.1592811664,228.017664864,-0.457792696188
59.7674296779,229.261957348,-0.500621013998
61.7873501844,230.181983092,-0.459283762727
62.202734887,226.510567436,-0.459680584759
60.5195696275,223.014767474,-0.52807195748
63.6865359276,230.610184674,-0.382420587302
63.863582048,231.58509366,-0.425878410651
61.8041225152,235.016713794,-0.314344060894
57.9307503389,233.571881739,-0.351395793617
55.9105602793,242.542688164,-0.364109102327
52.6841818827,243.350616875,-0.363022420314
48.8474106176,244.188393476,-0.282161424266
44.0044664271,244.645003639,-0.22219429165
43.4806545664,244.721892005,-0.196294400996
44.3187051557,246.536635465,-0.175755085555
47.7348749289,252.803827381,-0.325400832241
